ticker_or_identifier,name,cik,form_type,filed_at,period_of_report,accession_no,primary_document,primary_doc_description,items,url
0001681348,VivoPower PLC,1681348,6-K,2026-05-21,2026-05-21,0001493152-26-024744,form6-k.htm,6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000149315226024744/form6-k.htm
0001681348,VivoPower PLC,1681348,SCHEDULE 13G,2026-05-18,,0001493152-26-024113,xslSCHEDULE_13G_X02/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315226024113/xslSCHEDULE_13G_X02/primary_doc.xml
0001681348,VivoPower PLC,1681348,6-K/A,2026-04-28,2026-04-21,0001493152-26-019403,form6-ka.htm,6-K/A,,https://www.sec.gov/Archives/edgar/data/1681348/000149315226019403/form6-ka.htm
0001681348,VivoPower PLC,1681348,6-K,2026-04-23,2026-04-23,0001493152-26-018689,form6-k.htm,6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000149315226018689/form6-k.htm
0001681348,VivoPower PLC,1681348,6-K,2026-04-21,2026-03-20,0001493152-26-018239,form6-k.htm,6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000149315226018239/form6-k.htm
0001681348,VivoPower PLC,1681348,3,2026-04-08,2026-03-18,0001493152-26-015656,xslF345X06/ownership.xml,3,,https://www.sec.gov/Archives/edgar/data/1681348/000149315226015656/xslF345X06/ownership.xml
0001681348,VivoPower PLC,1681348,3,2026-03-27,2026-03-18,0001493152-26-013142,xslF345X06/ownership.xml,3,,https://www.sec.gov/Archives/edgar/data/1681348/000149315226013142/xslF345X06/ownership.xml
0001681348,VivoPower PLC,1681348,3,2026-03-25,2026-03-18,0001493152-26-012636,xslF345X06/ownership.xml,3,,https://www.sec.gov/Archives/edgar/data/1681348/000149315226012636/xslF345X06/ownership.xml
0001681348,VivoPower PLC,1681348,3,2026-03-25,2026-03-18,0001493152-26-012635,xslF345X06/ownership.xml,3,,https://www.sec.gov/Archives/edgar/data/1681348/000149315226012635/xslF345X06/ownership.xml
0001681348,VivoPower PLC,1681348,6-K,2026-03-20,2026-03-20,0001493152-26-011761,form6-k.htm,6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000149315226011761/form6-k.htm
0001681348,VivoPower PLC,1681348,6-K,2026-03-18,2026-03-18,0001493152-26-010936,form6-k.htm,6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000149315226010936/form6-k.htm
0001681348,VivoPower PLC,1681348,6-K,2026-03-16,2026-03-16,0001493152-26-010206,form6-k.htm,6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000149315226010206/form6-k.htm
0001681348,VivoPower PLC,1681348,S-8,2026-03-13,,0001493152-26-010106,forms-8.htm,S-8,,https://www.sec.gov/Archives/edgar/data/1681348/000149315226010106/forms-8.htm
0001681348,VivoPower PLC,1681348,6-K,2026-03-10,2026-03-10,0001493152-26-009489,form6-k.htm,6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000149315226009489/form6-k.htm
0001681348,VivoPower PLC,1681348,6-K,2026-02-19,2026-02-19,0001493152-26-007491,form6-k.htm,6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000149315226007491/form6-k.htm
0001681348,VivoPower PLC,1681348,6-K,2026-02-13,2026-02-13,0001493152-26-006555,form6-k.htm,6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000149315226006555/form6-k.htm
0001681348,VivoPower PLC,1681348,SCHEDULE 13G/A,2026-02-12,,0002026745-26-000001,xslSCHEDULE_13G_X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1681348/000202674526000001/xslSCHEDULE_13G_X01/primary_doc.xml
0001681348,VivoPower PLC,1681348,6-K,2026-02-05,2026-02-05,0001493152-26-005214,form6-k.htm,6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000149315226005214/form6-k.htm
0001681348,VivoPower PLC,1681348,6-K,2026-02-02,2026-02-02,0001493152-26-004666,form6-k.htm,6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000149315226004666/form6-k.htm
0001681348,VivoPower PLC,1681348,6-K,2026-01-30,2026-01-30,0001493152-26-004471,form6-k.htm,6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000149315226004471/form6-k.htm
0001681348,VivoPower PLC,1681348,6-K,2026-01-29,2026-01-29,0001493152-26-004220,form6-k.htm,6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000149315226004220/form6-k.htm
0001681348,VivoPower PLC,1681348,EFFECT,2026-01-21,,9999999995-26-000234,xslEFFECTX01/primary_doc.xml,,",,",https://www.sec.gov/Archives/edgar/data/1681348/999999999526000234/xslEFFECTX01/primary_doc.xml
0001681348,VivoPower PLC,1681348,6-K,2026-01-16,2026-01-16,0001493152-26-002497,form6-k.htm,6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000149315226002497/form6-k.htm
0001681348,VivoPower PLC,1681348,6-K,2025-12-29,2025-12-29,0001493152-25-029445,form6-k.htm,6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000149315225029445/form6-k.htm
0001681348,VivoPower PLC,1681348,425,2025-12-29,,0001493152-25-029444,form425.htm,425,,https://www.sec.gov/Archives/edgar/data/1681348/000149315225029444/form425.htm
0001681348,VivoPower PLC,1681348,F-3,2025-12-23,,0001493152-25-029110,formf-3.htm,F-3,,https://www.sec.gov/Archives/edgar/data/1681348/000149315225029110/formf-3.htm
0001681348,VivoPower PLC,1681348,424B5,2025-12-23,,0001493152-25-029092,form424b5.htm,424B5,,https://www.sec.gov/Archives/edgar/data/1681348/000149315225029092/form424b5.htm
0001681348,VivoPower PLC,1681348,6-K,2025-12-16,2025-12-16,0001493152-25-027908,form6-k.htm,6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000149315225027908/form6-k.htm
0001681348,VivoPower PLC,1681348,6-K,2025-11-21,2025-11-21,0001493152-25-024699,form6-k.htm,6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000149315225024699/form6-k.htm
0001681348,VivoPower PLC,1681348,SCHEDULE 13G/A,2025-11-10,,0002026745-25-000005,xslSCHEDULE_13G_X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1681348/000202674525000005/xslSCHEDULE_13G_X01/primary_doc.xml
0001681348,VivoPower PLC,1681348,20-F/A,2025-11-06,2025-06-30,0001493152-25-021108,form20-fa.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315225021108/form20-fa.htm
0001681348,VivoPower PLC,1681348,6-K,2025-11-06,2025-11-06,0001493152-25-021106,form6-k.htm,6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000149315225021106/form6-k.htm
0001681348,VivoPower PLC,1681348,SCHEDULE 13G/A,2025-10-31,,0002042926-25-000024,xslSCHEDULE_13G_X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1681348/000204292625000024/xslSCHEDULE_13G_X01/primary_doc.xml
0001681348,VivoPower PLC,1681348,20-F,2025-10-30,2025-06-30,0001493152-25-020269,form20-f.htm,20-F,,https://www.sec.gov/Archives/edgar/data/1681348/000149315225020269/form20-f.htm
0001681348,VivoPower PLC,1681348,SCHEDULE 13G/A,2025-10-01,,0002042926-25-000021,xslSCHEDULE_13G_X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1681348/000204292625000021/xslSCHEDULE_13G_X01/primary_doc.xml
0001681348,VivoPower PLC,1681348,424B3,2025-09-26,,0001493152-25-015806,form424b3.htm,424B3,,https://www.sec.gov/Archives/edgar/data/1681348/000149315225015806/form424b3.htm
0001681348,VivoPower PLC,1681348,SCHEDULE 13G/A,2025-09-24,,0002026745-25-000004,xslSCHEDULE_13G_X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1681348/000202674525000004/xslSCHEDULE_13G_X01/primary_doc.xml
0001681348,VivoPower PLC,1681348,424B3,2025-09-05,,0001493152-25-012762,form424b3.htm,424B3,,https://www.sec.gov/Archives/edgar/data/1681348/000149315225012762/form424b3.htm
0001681348,VivoPower PLC,1681348,SCHEDULE 13G,2025-08-20,,0001493152-25-012184,xslSCHEDULE_13G_X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315225012184/xslSCHEDULE_13G_X01/primary_doc.xml
0001681348,VivoPower PLC,1681348,424B3,2025-08-15,,0001493152-25-012104,form424b3.htm,424B3,,https://www.sec.gov/Archives/edgar/data/1681348/000149315225012104/form424b3.htm
0001681348,VivoPower PLC,1681348,SCHEDULE 13G,2025-08-15,,0002026745-25-000003,xslSCHEDULE_13G_X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1681348/000202674525000003/xslSCHEDULE_13G_X01/primary_doc.xml
0001681348,VivoPower PLC,1681348,424B3,2025-07-25,,0001493152-25-011424,form424b3.htm,424B3,,https://www.sec.gov/Archives/edgar/data/1681348/000149315225011424/form424b3.htm
0001681348,VivoPower PLC,1681348,144,2025-07-21,,0000103623-25-000023,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1681348/000010362325000023/xsl144X01/primary_doc.xml
0001681348,VivoPower PLC,1681348,144,2025-07-18,,0000103623-25-000022,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1681348/000010362325000022/xsl144X01/primary_doc.xml
0001681348,VivoPower PLC,1681348,424B3,2025-07-03,,0001641172-25-017870,form424b3.htm,424B3,,https://www.sec.gov/Archives/edgar/data/1681348/000164117225017870/form424b3.htm
0001681348,VivoPower PLC,1681348,6-K,2025-07-01,2025-07-01,0001641172-25-017349,form6-k.htm,6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000164117225017349/form6-k.htm
0001681348,VivoPower PLC,1681348,SCHEDULE 13G/A,2025-07-01,,0002042926-25-000015,xslSCHEDULE_13G_X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1681348/000204292625000015/xslSCHEDULE_13G_X01/primary_doc.xml
0001681348,VivoPower PLC,1681348,FWP,2025-06-26,,0001641172-25-016709,formfwp.htm,FWP,,https://www.sec.gov/Archives/edgar/data/1681348/000164117225016709/formfwp.htm
0001681348,VivoPower PLC,1681348,6-K,2025-06-26,2025-06-26,0001641172-25-016637,form6-k.htm,6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000164117225016637/form6-k.htm
0001681348,VivoPower PLC,1681348,FWP,2025-06-24,,0001641172-25-016308,formfwp.htm,FWP,,https://www.sec.gov/Archives/edgar/data/1681348/000164117225016308/formfwp.htm
0001681348,VivoPower PLC,1681348,FWP,2025-06-16,,0001641172-25-015268,formfwp.htm,FWP,,https://www.sec.gov/Archives/edgar/data/1681348/000164117225015268/formfwp.htm
0001681348,VivoPower PLC,1681348,424B3,2025-06-13,,0001641172-25-015081,form424b3.htm,424B3,,https://www.sec.gov/Archives/edgar/data/1681348/000164117225015081/form424b3.htm
0001681348,VivoPower PLC,1681348,FWP,2025-06-04,,0001641172-25-013668,formfwp.htm,FWP,,https://www.sec.gov/Archives/edgar/data/1681348/000164117225013668/formfwp.htm
0001681348,VivoPower PLC,1681348,424B4,2025-05-29,,0001641172-25-012832,form424b4.htm,424B4,,https://www.sec.gov/Archives/edgar/data/1681348/000164117225012832/form424b4.htm
0001681348,VivoPower PLC,1681348,FWP,2025-05-28,,0001641172-25-012732,formfwp.htm,FWP,,https://www.sec.gov/Archives/edgar/data/1681348/000164117225012732/formfwp.htm
0001681348,VivoPower PLC,1681348,6-K,2025-05-28,2025-05-28,0001641172-25-012657,form6-k.htm,6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000164117225012657/form6-k.htm
0001681348,VivoPower PLC,1681348,EFFECT,2025-05-27,,9999999995-25-001743,xslEFFECTX01/primary_doc.xml,,",,",https://www.sec.gov/Archives/edgar/data/1681348/999999999525001743/xslEFFECTX01/primary_doc.xml
0001681348,VivoPower PLC,1681348,CORRESP,2025-05-23,,0001641172-25-012214,filename1.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000164117225012214/filename1.htm
0001681348,VivoPower PLC,1681348,CORRESP,2025-05-23,,0001641172-25-012212,filename1.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000164117225012212/filename1.htm
0001681348,VivoPower PLC,1681348,SCHEDULE 13G/A,2025-05-08,,0002042926-25-000009,xslSCHEDULE_13G_X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1681348/000204292625000009/xslSCHEDULE_13G_X01/primary_doc.xml
0001681348,VivoPower PLC,1681348,CORRESP,2025-05-07,,0001641172-25-009122,filename1.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000164117225009122/filename1.htm
0001681348,VivoPower PLC,1681348,F-1,2025-05-07,,0001641172-25-009089,formf-1.htm,F-1,,https://www.sec.gov/Archives/edgar/data/1681348/000164117225009089/formf-1.htm
0001681348,VivoPower PLC,1681348,6-K,2025-04-14,2025-04-14,0001641172-25-004574,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000164117225004574/form6-k.htm
0001681348,VivoPower PLC,1681348,6-K,2025-04-11,2025-04-11,0001641172-25-003759,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000164117225003759/form6-k.htm
0001681348,VivoPower PLC,1681348,UPLOAD,2025-04-10,,0000000000-25-003845,filename1.pdf,,,https://www.sec.gov/Archives/edgar/data/1681348/000000000025003845/filename1.pdf
0001681348,VivoPower PLC,1681348,DRS,2025-03-27,,0001641172-25-000897,filename1.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000164117225000897/filename1.htm
0001681348,VivoPower PLC,1681348,6-K,2025-03-24,2025-03-24,0001641172-25-000244,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000164117225000244/form6-k.htm
0001681348,VivoPower PLC,1681348,6-K,2025-03-07,2025-03-07,0001493152-25-009533,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315225009533/form6-k.htm
0001681348,VivoPower PLC,1681348,6-K,2025-01-24,2025-01-24,0001493152-25-003649,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315225003649/form6-k.htm
0001681348,VivoPower PLC,1681348,6-K,2025-01-13,2025-01-13,0001493152-25-001867,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315225001867/form6-k.htm
0001681348,VivoPower PLC,1681348,6-K,2025-01-10,2025-01-10,0001493152-25-001799,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315225001799/form6-k.htm
0001681348,VivoPower PLC,1681348,6-K,2025-01-02,2025-01-02,0001493152-25-000022,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315225000022/form6-k.htm
0001681348,VivoPower PLC,1681348,6-K,2024-12-20,2024-12-20,0001493152-24-050888,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224050888/form6-k.htm
0001681348,VivoPower PLC,1681348,20-F,2024-12-19,2024-06-30,0001493152-24-050824,form20-f.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224050824/form20-f.htm
0001681348,VivoPower PLC,1681348,6-K,2024-12-11,2024-12-11,0001493152-24-049562,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224049562/form6-k.htm
0001681348,VivoPower PLC,1681348,SCHEDULE 13G/A,2024-12-05,,0002042926-24-000005,xslSCHEDULE_13G_X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1681348/000204292624000005/xslSCHEDULE_13G_X01/primary_doc.xml
0001681348,VivoPower PLC,1681348,SCHEDULE 13G,2024-12-04,,0002042926-24-000004,xslSCHEDULE_13G_X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1681348/000204292624000004/xslSCHEDULE_13G_X01/primary_doc.xml
0001681348,VivoPower PLC,1681348,6-K,2024-11-18,2024-11-18,0001493152-24-046428,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224046428/form6-k.htm
0001681348,VivoPower PLC,1681348,6-K,2024-11-15,2024-11-15,0001493152-24-046359,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224046359/form6-k.htm
0001681348,VivoPower PLC,1681348,6-K,2024-11-14,2024-11-14,0001493152-24-045770,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224045770/form6-k.htm
0001681348,VivoPower PLC,1681348,NT 20-F,2024-11-01,2024-06-30,0001493152-24-043349,formnt20-f.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224043349/formnt20-f.htm
0001681348,VivoPower PLC,1681348,SC 13G/A,2024-10-04,,0001477932-24-006207,vvpr_sc13ga.htm,SC 13G/A,,https://www.sec.gov/Archives/edgar/data/1681348/000147793224006207/vvpr_sc13ga.htm
0001681348,VivoPower PLC,1681348,6-K,2024-10-03,2024-10-03,0001493152-24-039312,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224039312/form6-k.htm
0001681348,VivoPower PLC,1681348,SC 13G/A,2024-09-30,,0001477932-24-006065,vvpr_sc13ga.htm,SC 13G/A,,https://www.sec.gov/Archives/edgar/data/1681348/000147793224006065/vvpr_sc13ga.htm
0001681348,VivoPower PLC,1681348,6-K,2024-09-30,2024-09-30,0001493152-24-038750,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224038750/form6-k.htm
0001681348,VivoPower PLC,1681348,424B3,2024-09-26,,0001493152-24-038252,form424b3.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224038252/form424b3.htm
0001681348,VivoPower PLC,1681348,6-K/A,2024-09-26,2024-09-25,0001493152-24-038250,form6ka.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224038250/form6ka.htm
0001681348,VivoPower PLC,1681348,424B3,2024-09-25,,0001493152-24-038123,form424b3.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224038123/form424b3.htm
0001681348,VivoPower PLC,1681348,6-K,2024-09-25,2024-09-25,0001493152-24-038121,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224038121/form6-k.htm
0001681348,VivoPower PLC,1681348,6-K,2024-09-23,2024-09-17,0001493152-24-037854,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224037854/form6-k.htm
0001681348,VivoPower PLC,1681348,SC 13G/A,2024-09-20,,0001477932-24-005838,vvpr_sc13ga.htm,SC 13G/A,,https://www.sec.gov/Archives/edgar/data/1681348/000147793224005838/vvpr_sc13ga.htm
0001681348,VivoPower PLC,1681348,424B4,2024-09-19,,0001493152-24-037182,form424b4.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224037182/form424b4.htm
0001681348,VivoPower PLC,1681348,424B3,2024-09-17,,0001493152-24-036540,form424b3.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224036540/form424b3.htm
0001681348,VivoPower PLC,1681348,6-K,2024-09-17,2024-09-17,0001493152-24-036538,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224036538/form6-k.htm
0001681348,VivoPower PLC,1681348,424B3,2024-09-16,,0001493152-24-036311,form424b3.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224036311/form424b3.htm
0001681348,VivoPower PLC,1681348,6-K,2024-09-16,2024-09-16,0001493152-24-036308,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224036308/form6-k.htm
0001681348,VivoPower PLC,1681348,425,2024-09-05,,0001493152-24-035159,form425.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224035159/form425.htm
0001681348,VivoPower PLC,1681348,6-K,2024-09-05,2024-08-29,0001493152-24-035158,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224035158/form6-k.htm
0001681348,VivoPower PLC,1681348,424B3,2024-08-30,,0001493152-24-034626,form424b3.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224034626/form424b3.htm
0001681348,VivoPower PLC,1681348,6-K,2024-08-30,2024-08-30,0001493152-24-034622,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224034622/form6-k.htm
0001681348,VivoPower PLC,1681348,EFFECT,2024-08-29,,9999999995-24-002683,xslEFFECTX01/primary_doc.xml,,"F-1,,2024-08-29 12:00:00",https://www.sec.gov/Archives/edgar/data/1681348/999999999524002683/xslEFFECTX01/primary_doc.xml
0001681348,VivoPower PLC,1681348,425,2024-08-29,,0001493152-24-034331,form425.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224034331/form425.htm
0001681348,VivoPower PLC,1681348,6-K,2024-08-29,2024-08-29,0001493152-24-034307,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224034307/form6-k.htm
0001681348,VivoPower PLC,1681348,CORRESP,2024-08-28,,0001493152-24-034262,filename1.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224034262/filename1.htm
0001681348,VivoPower PLC,1681348,CORRESP,2024-08-28,,0001493152-24-034261,filename1.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224034261/filename1.htm
0001681348,VivoPower PLC,1681348,F-1/A,2024-08-28,,0001493152-24-034227,formf-1a.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224034227/formf-1a.htm
0001681348,VivoPower PLC,1681348,F-1/A,2024-08-26,,0001493152-24-033906,formf-1a.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224033906/formf-1a.htm
0001681348,VivoPower PLC,1681348,F-1/A,2024-08-16,,0001493152-24-032879,formf-1a.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224032879/formf-1a.htm
0001681348,VivoPower PLC,1681348,UPLOAD,2024-08-07,,0000000000-24-009022,filename1.pdf,,,https://www.sec.gov/Archives/edgar/data/1681348/000000000024009022/filename1.pdf
0001681348,VivoPower PLC,1681348,S-8,2024-07-29,,0001493152-24-029440,forms-8.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224029440/forms-8.htm
0001681348,VivoPower PLC,1681348,425,2024-07-29,,0001493152-24-029417,form425.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224029417/form425.htm
0001681348,VivoPower PLC,1681348,6-K,2024-07-29,2024-07-29,0001493152-24-029415,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224029415/form6-k.htm
0001681348,VivoPower PLC,1681348,F-1,2024-07-26,,0001493152-24-029294,formf-1.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224029294/formf-1.htm
0001681348,VivoPower PLC,1681348,SC 13G/A,2024-07-11,,0001477932-24-004161,vvpr_sc13ga.htm,SC 13G/A,,https://www.sec.gov/Archives/edgar/data/1681348/000147793224004161/vvpr_sc13ga.htm
0001681348,VivoPower PLC,1681348,6-K,2024-07-09,2024-07-09,0001493152-24-026638,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224026638/form6-k.htm
0001681348,VivoPower PLC,1681348,425,2024-07-03,,0001493152-24-026142,form425.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224026142/form425.htm
0001681348,VivoPower PLC,1681348,425,2024-07-02,,0001493152-24-026045,form425.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224026045/form425.htm
0001681348,VivoPower PLC,1681348,6-K,2024-07-02,2024-07-02,0001493152-24-026044,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224026044/form6-k.htm
0001681348,VivoPower PLC,1681348,6-K,2024-07-02,2024-07-02,0001493152-24-025919,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224025919/form6-k.htm
0001681348,VivoPower PLC,1681348,SC 13G/A,2024-07-02,,0001477932-24-004025,vvpr_sc13ga.htm,SC 13G/A,,https://www.sec.gov/Archives/edgar/data/1681348/000147793224004025/vvpr_sc13ga.htm
0001681348,VivoPower PLC,1681348,SC 13G/A,2024-06-21,,0001477932-24-003808,vvpr_sc13ga.htm,SC 13G/A,,https://www.sec.gov/Archives/edgar/data/1681348/000147793224003808/vvpr_sc13ga.htm
0001681348,VivoPower PLC,1681348,6-K,2024-06-18,2024-06-18,0001493152-24-024221,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224024221/form6-k.htm
0001681348,VivoPower PLC,1681348,144,2024-06-06,,0002000516-24-000003,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1681348/000200051624000003/xsl144X01/primary_doc.xml
0001681348,VivoPower PLC,1681348,6-K,2024-06-05,2024-06-05,0001493152-24-022775,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224022775/form6-k.htm
0001681348,VivoPower PLC,1681348,6-K,2024-06-05,2024-06-05,0001493152-24-022657,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224022657/form6-k.htm
0001681348,VivoPower PLC,1681348,6-K,2024-06-04,2024-06-04,0001493152-24-022586,form6-k.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315224022586/form6-k.htm
0001681348,VivoPower PLC,1681348,6-K,2024-05-29,2024-05-29,0001437749-24-018542,vpip20240529_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924018542/vpip20240529_6k.htm
0001681348,VivoPower PLC,1681348,144,2024-05-08,,0002000516-24-000002,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1681348/000200051624000002/xsl144X01/primary_doc.xml
0001681348,VivoPower PLC,1681348,6-K,2024-05-06,2024-05-06,0001437749-24-014724,vpip20240506_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924014724/vpip20240506_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2024-04-29,2024-04-29,0001437749-24-013489,vpip20240417d_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924013489/vpip20240417d_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2024-04-26,2024-04-26,0001437749-24-013446,vpip20240426_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924013446/vpip20240426_6k.htm
0001681348,VivoPower PLC,1681348,144,2024-04-18,,0002000516-24-000001,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1681348/000200051624000001/xsl144X01/primary_doc.xml
0001681348,VivoPower PLC,1681348,4,2024-04-17,2024-04-12,0001437749-24-012262,xslF345X05/rdgdoc.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924012262/xslF345X05/rdgdoc.xml
0001681348,VivoPower PLC,1681348,6-K,2024-04-17,2024-04-17,0001437749-24-012246,vpip20240417_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924012246/vpip20240417_6k.htm
0001681348,VivoPower PLC,1681348,144,2024-04-08,,0000103623-24-000049,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1681348/000010362324000049/xsl144X01/primary_doc.xml
0001681348,VivoPower PLC,1681348,6-K,2024-04-08,2024-04-08,0001437749-24-011311,vpip20240408_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924011311/vpip20240408_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2024-04-05,2024-04-05,0001437749-24-011240,vpip20240402d_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924011240/vpip20240402d_6k.htm
0001681348,VivoPower PLC,1681348,424B5,2024-04-05,,0001437749-24-011238,vpip20240404_424b5.htm,FORM 424B5,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924011238/vpip20240404_424b5.htm
